GeneId	GeneName	GOIds	GoNames	Type
MGI:MGI:1095416	Jag1	GO:0061156|GO:0048839|GO:0007154|GO:0007275|GO:0032495|GO:0045665|GO:0005112|GO:0048018|GO:0045669|GO:0045944|GO:0045747|GO:0061314|GO:0045602|GO:0072070|GO:0002456|GO:0045177|GO:0045596|GO:0005509|GO:0043010|GO:2000737|GO:0072006|GO:0045639|GO:0061444|GO:0003184|GO:0045599|GO:0061309|GO:0002011|GO:0005543|GO:0060411|GO:0005886|GO:0042127|GO:0009887|GO:0003215|GO:0005912|GO:0035909|GO:0001974|GO:0005515|GO:0007219|GO:0042491|GO:0072015|GO:0016020|GO:0016021|GO:0072017|GO:0061073|GO:0016324	pulmonary artery morphogenesis|inner ear development|cell communication|multicellular organism development|response to muramyl dipeptide|negative regulation of neuron differentiation|Notch binding|receptor ligand activity|positive regulation of osteoblast differentiation|positive regulation of transcription from RNA polymerase II promoter|positive regulation of Notch signaling pathway|Notch signaling involved in heart development|negative regulation of endothelial cell differentiation|loop of Henle development|T cell mediated immunity|apical part of cell|negative regulation of cell differentiation|calcium ion binding|camera-type eye development|negative regulation of stem cell differentiation|nephron development|positive regulation of myeloid cell differentiation|endocardial cushion cell development|pulmonary valve morphogenesis|negative regulation of fat cell differentiation|cardiac neural crest cell development involved in outflow tract morphogenesis|morphogenesis of an epithelial sheet|phospholipid binding|cardiac septum morphogenesis|plasma membrane|regulation of cell proliferation|animal organ morphogenesis|cardiac right ventricle morphogenesis|adherens junction|aorta morphogenesis|blood vessel remodeling|protein binding|Notch signaling pathway|auditory receptor cell differentiation|glomerular visceral epithelial cell development|membrane|integral component of membrane|distal tubule development|ciliary body morphogenesis|apical plasma membrane	ABE2|Gsfabe2|Headturner|Htu|Ozz|Serrate-1	protein
MGI:MGI:1095414	Cdh17	GO:0016339|GO:0030183|GO:0048536|GO:0005178|GO:0007155|GO:0007156|GO:0006810|GO:0005886|GO:0009986|GO:0006857|GO:0005634|GO:0005887|GO:0002314|GO:0007229|GO:0002315|GO:0005427|GO:0005515|GO:0033626|GO:0046872|GO:0005509|GO:0016020|GO:0016021|GO:0030054|GO:0016323	calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules|B cell differentiation|spleen development|integrin binding|cell adhesion|homophilic cell adhesion via plasma membrane adhesion molecules|transport|plasma membrane|cell surface|oligopeptide transport|nucleus|integral component of plasma membrane|germinal center B cell differentiation|integrin-mediated signaling pathway|marginal zone B cell differentiation|proton-dependent oligopeptide secondary active transmembrane transporter activity|protein binding|positive regulation of integrin activation by cell surface receptor linked signal transduction|metal ion binding|calcium ion binding|membrane|integral component of membrane|cell junction|basolateral plasma membrane	BILL-cadherin|HPT-1|LI-cadherin	protein
MGI:MGI:1095412	Unc5c	GO:0007165|GO:0007275|GO:0005042|GO:0007411|GO:0007420|GO:0045202|GO:0043005|GO:0005886|GO:0005515|GO:0006915|GO:0016020|GO:0043065|GO:0016021|GO:0030054|GO:0033564|GO:0030334	signal transduction|multicellular organism development|netrin receptor activity|axon guidance|brain development|synapse|neuron projection|plasma membrane|protein binding|apoptotic process|membrane|positive regulation of apoptotic process|integral component of membrane|cell junction|anterior/posterior axon guidance|regulation of cell migration	B130051O18Rik|Unc5h3	protein
MGI:MGI:1919623	Psca	GO:0070062|GO:0070373|GO:0016020|GO:0033130|GO:0099601|GO:0005886|GO:0031225	extracellular exosome|negative regulation of ERK1 and ERK2 cascade|membrane|acetylcholine receptor binding|regulation of neurotransmitter receptor activity|plasma membrane|anchored component of membrane	2210408B04Rik	protein
MGI:MGI:1095407	Bmpr2	GO:0061298|GO:0014069|GO:0019838|GO:0009952|GO:0006366|GO:0003252|GO:0007178|GO:0043025|GO:0060840|GO:0060841|GO:0030425|GO:0048286|GO:0005901|GO:0030308|GO:0071773|GO:0030509|GO:0001946|GO:0001707|GO:0030501|GO:2000279|GO:0036122|GO:1905314|GO:0003183|GO:0003186|GO:0004672|GO:0048842|GO:0060836|GO:0004674|GO:0005886|GO:0004675|GO:0045778|GO:0004702|GO:0048010|GO:0005515|GO:0098821|GO:0005913|GO:0046872|GO:0072577|GO:0010862|GO:0016324|GO:0045906|GO:0003151|GO:0002063|GO:0003197|GO:1902731|GO:0006468|GO:0045669|GO:0045944|GO:0001893|GO:0005654|GO:0000166|GO:0003148|GO:0005524|GO:0005887|GO:0009925|GO:0014916|GO:0010634|GO:0016310|GO:0010595|GO:0060173|GO:0003085|GO:0061626|GO:0060412|GO:0042127|GO:0060413|GO:0009986|GO:0030513|GO:0005615|GO:0001974|GO:0005737|GO:0001934|GO:0016020|GO:0001935|GO:0016021|GO:0001938|GO:0016740|GO:0016301	retina vasculature development in camera-type eye|postsynaptic density|growth factor binding|anterior/posterior pattern specification|transcription from RNA polymerase II promoter|negative regulation of cell proliferation involved in heart valve morphogenesis|transmembrane receptor protein serine/threonine kinase signaling pathway|neuronal cell body|artery development|venous blood vessel development|dendrite|lung alveolus development|caveola|negative regulation of cell growth|cellular response to BMP stimulus|BMP signaling pathway|lymphangiogenesis|mesoderm formation|positive regulation of bone mineralization|negative regulation of DNA biosynthetic process|BMP binding|semi-lunar valve development|mitral valve morphogenesis|tricuspid valve morphogenesis|protein kinase activity|positive regulation of axon extension involved in axon guidance|lymphatic endothelial cell differentiation|protein serine/threonine kinase activity|plasma membrane|transmembrane receptor protein serine/threonine kinase activity|positive regulation of ossification|signal transducer, downstream of receptor, with serine/threonine kinase activity|vascular endothelial growth factor receptor signaling pathway|protein binding|BMP receptor activity|cell-cell adherens junction|metal ion binding|endothelial cell apoptotic process|positive regulation of pathway-restricted SMAD protein phosphorylation|apical plasma membrane|negative regulation of vasoconstriction|outflow tract morphogenesis|chondrocyte development|endocardial cushion development|negative regulation of chondrocyte proliferation|protein phosphorylation|positive regulation of osteoblast differentiation|positive regulation of transcription from RNA polymerase II promoter|maternal placenta development|nucleoplasm|nucleotide binding|outflow tract septum morphogenesis|ATP binding|integral component of plasma membrane|basal plasma membrane|regulation of lung blood pressure|positive regulation of epithelial cell migration|phosphorylation|positive regulation of endothelial cell migration|limb development|negative regulation of systemic arterial blood pressure|pharyngeal arch artery morphogenesis|ventricular septum morphogenesis|regulation of cell proliferation|atrial septum morphogenesis|cell surface|positive regulation of BMP signaling pathway|extracellular space|blood vessel remodeling|cytoplasm|positive regulation of protein phosphorylation|membrane|endothelial cell proliferation|integral component of membrane|positive regulation of endothelial cell proliferation|transferase activity|kinase activity	2610024H22Rik|BMP-2|BMPRII|BMPR-II	protein
MGI:MGI:1919619	Ehd4	GO:0051260|GO:0005783|GO:0005886|GO:0000166|GO:0005525|GO:0005524|GO:0005515|GO:0005768|GO:0048471|GO:0070062|GO:0046872|GO:0005509|GO:0045296|GO:0071363|GO:0016020|GO:0006907|GO:0030100|GO:0055038|GO:0032456|GO:0050731	protein homooligomerization|endoplasmic reticulum|plasma membrane|nucleotide binding|GTP binding|ATP binding|protein binding|endosome|perinuclear region of cytoplasm|extracellular exosome|metal ion binding|calcium ion binding|cadherin binding|cellular response to growth factor stimulus|membrane|pinocytosis|regulation of endocytosis|recycling endosome membrane|endocytic recycling|positive regulation of peptidyl-tyrosine phosphorylation	2210022F10Rik	protein
MGI:MGI:107476	Stim1	GO:0015279|GO:0016529|GO:0002020|GO:0045766|GO:0005874|GO:0030426|GO:0002115|GO:0005887|GO:0006811|GO:0006812|GO:0070166|GO:0005509|GO:0006816|GO:0032541|GO:0051924|GO:0033017|GO:0042802|GO:0005783|GO:0043234|GO:0005246|GO:0006810|GO:0005886|GO:0006874|GO:0005513|GO:0005515|GO:0005856|GO:0005737|GO:0046872|GO:0016020|GO:0051010|GO:0016021|GO:0030176|GO:0014902|GO:2001256|GO:0032237	store-operated calcium channel activity|sarcoplasmic reticulum|protease binding|positive regulation of angiogenesis|microtubule|growth cone|store-operated calcium entry|integral component of plasma membrane|ion transport|cation transport|enamel mineralization|calcium ion binding|calcium ion transport|cortical endoplasmic reticulum|regulation of calcium ion transport|sarcoplasmic reticulum membrane|identical protein binding|endoplasmic reticulum|protein complex|calcium channel regulator activity|transport|plasma membrane|cellular calcium ion homeostasis|detection of calcium ion|protein binding|cytoskeleton|cytoplasm|metal ion binding|membrane|microtubule plus-end binding|integral component of membrane|integral component of endoplasmic reticulum membrane|myotube differentiation|regulation of store-operated calcium entry|activation of store-operated calcium channel activity	SIM	protein
MGI:MGI:107474	Cd38	GO:0016849|GO:0045907|GO:0030307|GO:0001666|GO:0050135|GO:0070062|GO:0045892|GO:0045893|GO:0043231|GO:0032024|GO:0060292|GO:0016798|GO:0050853|GO:0033194|GO:0042802|GO:0009725|GO:0045779|GO:0005886|GO:0007204|GO:0009986|GO:0061809|GO:0005634|GO:0003953|GO:0042493|GO:0043066|GO:0016020|GO:0016021|GO:0030890|GO:0016740|GO:0016787	phosphorus-oxygen lyase activity|positive regulation of vasoconstriction|positive regulation of cell growth|response to hypoxia|NAD(P)+ nucleosidase activity|extracellular exosome|negative regulation of transcription, DNA-templated|positive regulation of transcription, DNA-templated|intracellular membrane-bounded organelle|positive regulation of insulin secretion|long term synaptic depression|hydrolase activity, acting on glycosyl bonds|B cell receptor signaling pathway|response to hydroperoxide|identical protein binding|response to hormone|negative regulation of bone resorption|plasma membrane|positive regulation of cytosolic calcium ion concentration|cell surface|NAD+ nucleotidase, cyclic ADP-ribose generating|nucleus|NAD+ nucleosidase activity|response to drug|negative regulation of apoptotic process|membrane|integral component of membrane|positive regulation of B cell proliferation|transferase activity|hydrolase activity	Cd38-rs1	protein
MGI:MGI:107471	Notch4	GO:0009790|GO:0007275|GO:0045446|GO:0005112|GO:0045746|GO:0045766|GO:0045602|GO:0001763|GO:0050793|GO:0001886|GO:0001569|GO:0005509|GO:0031410|GO:0006351|GO:0032880|GO:0008593|GO:0048845|GO:0006355|GO:0005783|GO:0004872|GO:0005886|GO:0009986|GO:0005634|GO:0030879|GO:1903849|GO:0005515|GO:0007219|GO:0016020|GO:0016021|GO:0030154|GO:0070613	embryo development|multicellular organism development|endothelial cell differentiation|Notch binding|negative regulation of Notch signaling pathway|positive regulation of angiogenesis|negative regulation of endothelial cell differentiation|morphogenesis of a branching structure|regulation of developmental process|endothelial cell morphogenesis|branching involved in blood vessel morphogenesis|calcium ion binding|cytoplasmic vesicle|transcription, DNA-templated|regulation of protein localization|regulation of Notch signaling pathway|venous blood vessel morphogenesis|regulation of transcription, DNA-templated|endoplasmic reticulum|receptor activity|plasma membrane|cell surface|nucleus|mammary gland development|positive regulation of aorta morphogenesis|protein binding|Notch signaling pathway|membrane|integral component of membrane|cell differentiation|regulation of protein processing	Int3|Int-3|N4	protein
MGI:MGI:2685058	Slc30a10	GO:0010043|GO:0007173|GO:0008324|GO:1905802|GO:0005794|GO:1903427|GO:0043524|GO:0005769|GO:0006811|GO:0005768|GO:0006812|GO:0071579|GO:2000773|GO:1904385|GO:0055085|GO:0061088|GO:0005385|GO:0006810|GO:0005886|GO:0005515|GO:0006828|GO:0006829|GO:0071421|GO:0016020|GO:0070374|GO:0016021|GO:0055037	response to zinc ion|epidermal growth factor receptor signaling pathway|cation transmembrane transporter activity|regulation of cellular response to manganese ion|Golgi apparatus|negative regulation of reactive oxygen species biosynthetic process|negative regulation of neuron apoptotic process|early endosome|ion transport|endosome|cation transport|regulation of zinc ion transport|negative regulation of cellular senescence|cellular response to angiotensin|transmembrane transport|regulation of sequestering of zinc ion|zinc ion transmembrane transporter activity|transport|plasma membrane|protein binding|manganese ion transport|zinc II ion transport|manganese ion transmembrane transport|membrane|positive regulation of ERK1 and ERK2 cascade|integral component of membrane|recycling endosome	E130106K10Rik	protein
MGI:MGI:1919602	Zfyve27	GO:0031175|GO:0005783|GO:0045773|GO:0042995|GO:0043621|GO:0005886|GO:0030425|GO:0048011|GO:0005515|GO:0005768|GO:0016192|GO:0005737|GO:0046872|GO:0016020|GO:0071782|GO:0016021|GO:0030176|GO:0071787|GO:0032584|GO:0055038|GO:0030424|GO:0072659	neuron projection development|endoplasmic reticulum|positive regulation of axon extension|cell projection|protein self-association|plasma membrane|dendrite|neurotrophin TRK receptor signaling pathway|protein binding|endosome|vesicle-mediated transport|cytoplasm|metal ion binding|membrane|endoplasmic reticulum tubular network|integral component of membrane|integral component of endoplasmic reticulum membrane|endoplasmic reticulum tubular network formation|growth cone membrane|recycling endosome membrane|axon|protein localization to plasma membrane	2210011N02Rik|9530077C24Rik|protrudin	protein
MGI:MGI:107469	Plcd4	GO:0007340|GO:0007165|GO:0005783|GO:0046488|GO:0004871|GO:0005622|GO:0005886|GO:0004435|GO:0005634|GO:0031965|GO:0005737|GO:0046872|GO:0004629|GO:0005509|GO:0006629|GO:0016020|GO:0016042|GO:0005829|GO:0008081|GO:0035556|GO:0016787	acrosome reaction|signal transduction|endoplasmic reticulum|phosphatidylinositol metabolic process|signal transducer activity|intracellular|plasma membrane|phosphatidylinositol phospholipase C activity|nucleus|nuclear membrane|cytoplasm|metal ion binding|phospholipase C activity|calcium ion binding|lipid metabolic process|membrane|lipid catabolic process|cytosol|phosphoric diester hydrolase activity|intracellular signal transduction|hydrolase activity	4921507K24Rik	protein
